gsm	title	series_id	source_name_ch1	characteristics_ch1	treatment_protocol_ch1	extract_protocol_ch1	description	supplementary_file	relevant	tissue	cell_type	disease
GSM1075878	PB_12	GSE43976	Peripheral blood	"gender: female;	slide: 6929689045;	array: R06C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_42		1	Whole blood		Healthy
GSM1075879	Monocytes_4	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689045;	array: R01C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_43		1		CD14+ Monocytes	Healthy
GSM1075880	Monocytes_14	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689045;	array: R02C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_44		1		CD14+ Monocytes	Healthy
GSM1075881	PB_29	GSE43976	Peripheral blood	"gender: female;	slide: 6929689045;	array: R03C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_45		1	Whole blood		Healthy
GSM1075882	PB_40	GSE43976	Peripheral blood	"gender: female;	slide: 6929689045;	array: R04C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_46		1	Whole blood		Healthy
GSM1075883	Monocytes_24	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689045;	array: R05C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_47		1		CD14+ Monocytes	Healthy
GSM1075884	Monocytes_15	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689045;	array: R06C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_48		1		CD14+ Monocytes	Healthy
GSM1075885	Monocytes_34	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689053;	array: R01C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_49		1		CD14+ Monocytes	Healthy
GSM1075886	Monocytes_37	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689053;	array: R02C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_50		1		CD14+ Monocytes	Healthy
GSM1075887	PB_48	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R03C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_51		1	Whole blood		Healthy
GSM1075888	Monocytes_29	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689053;	array: R04C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_52		1		CD14+ Monocytes	Healthy
GSM1075889	PB_18	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R05C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_53		1	Whole blood		Healthy
GSM1075890	PB_8	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R06C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_54		1	Whole blood		Healthy
GSM1075891	PB_14	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R01C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_55		1	Whole blood		Healthy
GSM1075892	Monocytes_5	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689053;	array: R02C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_56		1		CD14+ Monocytes	Healthy
GSM1075893	Monocytes_15_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689053;	array: R03C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_57		1		CD14+ Monocytes	Healthy
GSM1075894	PB_32	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R04C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_58		1	Whole blood		Healthy
GSM1075895	PB_42	GSE43976	Peripheral blood	"gender: female;	slide: 6929689053;	array: R05C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_59		1	Whole blood		Healthy
GSM1075896	Monocytes_24_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689053;	array: R06C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_60		1		CD14+ Monocytes	Healthy
GSM1075897	Monocytes_25	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689054;	array: R01C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_61		1		CD14+ Monocytes	Healthy
GSM1075898	Monocytes_4_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689054;	array: R02C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_62		1		CD14+ Monocytes	Healthy
GSM1075899	Monocytes_38	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689054;	array: R03C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_63		1		CD14+ Monocytes	Healthy
GSM1075900	PB_50	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R04C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_64		1	Whole blood		Healthy
GSM1075901	Monocytes_30	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689054;	array: R05C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_65		1		CD14+ Monocytes	Healthy
GSM1075902	PB_20	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R06C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_66		1	Whole blood		Healthy
GSM1075903	PB_10	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R01C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_67		1	Whole blood		Healthy
GSM1075904	PB_17	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R02C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_68		1	Whole blood		Healthy
GSM1075905	Monocytes_6	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689054;	array: R03C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_69		1		CD14+ Monocytes	Healthy
GSM1075906	Monocytes_16	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689054;	array: R04C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_70		1		CD14+ Monocytes	Healthy
GSM1075907	PB_33	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R05C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_71		1	Whole blood		Healthy
GSM1075908	PB_43	GSE43976	Peripheral blood	"gender: female;	slide: 6929689054;	array: R06C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_72		1	Whole blood		Healthy
GSM1075909	PB_44	GSE43976	Peripheral blood	"gender: female;	slide: 6929689087;	array: R01C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_73		1	Whole blood		Healthy
GSM1075910	Monocytes_26	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689087;	array: R02C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_74		1		CD14+ Monocytes	Healthy
GSM1075911	Monocytes_35	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689087;	array: R03C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_75		1		CD14+ Monocytes	Healthy
GSM1075912	Monocytes_30_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689087;	array: R04C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_76		1		CD14+ Monocytes	Healthy
GSM1075913	Monocytes_39_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689087;	array: R05C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_77		1		CD14+ Monocytes	Healthy
GSM1075914	Monocytes_31	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689087;	array: R06C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_78		1		CD14+ Monocytes	Healthy
GSM1075915	PB_21	GSE43976	Peripheral blood	"gender: female;	slide: 6929689087;	array: R01C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_79		1	Whole blood		Healthy
GSM1075916	PB_11	GSE43976	Peripheral blood	"gender: female;	slide: 6929689087;	array: R02C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_80		1	Whole blood		Healthy
GSM1075917	PB_19	GSE43976	Peripheral blood	"gender: female;	slide: 6929689087;	array: R03C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_81		1	Whole blood		Healthy
GSM1075918	Monocytes_7_r	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689087;	array: R04C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_82		1		CD14+ Monocytes	Healthy
GSM1075919	Monocytes_18	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689087;	array: R05C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_83		1		CD14+ Monocytes	Healthy
GSM1075920	PB_34	GSE43976	Peripheral blood	"gender: female;	slide: 6929689087;	array: R06C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_84		1	Whole blood		Healthy
GSM1075921	PB_38	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R01C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_85		1	Whole blood		Healthy
GSM1075922	PB_46	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R02C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_86		1	Whole blood		Healthy
GSM1075923	Monocytes_28	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689095;	array: R03C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_87		1		CD14+ Monocytes	Healthy
GSM1075924	PB_3	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R04C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_88		1	Whole blood		Healthy
GSM1075925	PB_49	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R05C01"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_89		1	Whole blood		Healthy
GSM1075926	Monocytes_7	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689095;	array: R06C01"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_90		1		CD14+ Monocytes	Healthy
GSM1075927	Monocytes_32	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689095;	array: R01C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_91		1		CD14+ Monocytes	Healthy
GSM1075928	PB_24	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R02C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_92		1	Whole blood		Healthy
GSM1075929	PB_22	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R03C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_93		1	Whole blood		Healthy
GSM1075930	PB_25	GSE43976	Peripheral blood	"gender: female;	slide: 6929689095;	array: R04C02"	NA	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_94		1	Whole blood		Healthy
GSM1075931	Monocytes_8	GSE43976	CD14+ monocytes	"gender: male;	slide: 6929689095;	array: R05C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_95		1		CD14+ Monocytes	Healthy
GSM1075932	Monocytes_20	GSE43976	CD14+ monocytes	"gender: female;	slide: 6929689095;	array: R06C02"	Monocytes were purified with MACS CD14 Microbeads from Miltenyi.	"DNA was extracted with the Sigma Gene Elute Mammalian Genomic DNA miniprep Kit, according to standard instructions."	SAMPLE_96		1		CD14+ Monocytes	Healthy
